"","id","original","processed"
"11035","11035","""Crime in Germany is way up.""","crime germany way donald trump"
"11036","11036","“All of the peaceful actions in Washington, which our team at USA Really have planned for people, have been banned.”","all peaceful actions washington team usa really planned people banned. usa really"
"11037","11037","“We managed to address a very difficult challenge that other countries which have hosted the Olympic Games have not been able to address so effectively. All of Sochi’s infrastructure – practically all – is very busy throughout the year. And both the coastal and mountain clusters are busy.”","managed address difficult challenge countries hosted olympic games able address effectively all sochi infrastructure practically busy throughout year and coastal mountain clusters busy. vladimir putin"
"11038","11038","The Department of Justice inspector general's report ""totally exonerates me.""","the department justice inspector general report totally exonerates donald trump"
"11039","11039","""Most (immigrants) do show up in court.""","most immigrants show court wolf blitzer"
"11040","11040","Says Scott Walker ""has cut more from public education than he's put back in, obviously. He took $1.6 billion and some change away and then puts back $630 million and he's calling that progress.""","says scott walker cut public education put back obviously took 1.6 billion change away puts back million calling progress mahlon mitchell"
"11041","11041","Says he made ""a record investment in schools.""","says made record investment schools scott walker"
"11042","11042","""There's been a 1,700 percent increase in asylum claims over the last 10 years.""","there 1,700 percent increase asylum claims last years donald trump"
"11043","11043","Did Democrats pass a law separating children and adults at the border?","did democrats pass law separating children adults border"
"11044","11044","“Manvel Grigoryan does not accept fabricated charges against him.”","manvel grigoryan accept fabricated charges him. eduard sharmazanov"
"11045","11045","""Head Of Democratic Party Just Hauled Out In Handcuffs With Multiple Charges.""","head democratic party just hauled out handcuffs with multiple charges various websites"
"11046","11046","""Fact: Over 90,000 kids were detained under Obama. And no one cared.""","fact over 90,000 kids detained obama and one cared brad parscale"
"11047","11047","""The Obama administration, the Bush administration all separated families. ... Their rate was less than ours, but they absolutely did do this. This is not new.""","the obama administration bush administration separated families ... their rate less absolutely this new kirstjen nielsen"
"11048","11048","Says Donald Trump's executive order ""doesn't address the over 2,000 children who are already separated from their parents, and it doesn't change the fact that we would be jailing children with their families.""","says donald trump executive order n't address 2,000 children already separated parents n't change fact would jailing children families tammy baldwin"
"11049","11049","""There isn't a system"" for reuniting families separated under Trump’s zero tolerance border policy.","there n't system reuniting families separated trump zero tolerance border policy rachel maddow"
"11050","11050","""Migrant mother and ‘crying girl’ on Time cover never separated.""","migrant mother crying girl time cover never separated the gateway pundit"
"11051","11051","""83% of Trump tax breaks go to the wealthiest 1%.""","trump tax breaks wealthiest tax march"
"11052","11052","I am opposed to raising the retirement age [in Russia]. As long as I am president, no such decision will be made. Altogether, I believe that there is no need in our country to raise the retirement age. We can and need to boost the economy and the interest of people to continue working but without infringing on their rights to retirement. I will say this again: I am against raising the retirement age.","opposed raising retirement age russia long president decision made altogether believe need country raise retirement age need boost economy interest people continue working without infringing rights retirement say raising retirement age vladimir putin"
"11053","11053","First Lady Melania Trump wore a jacket with ""I DON'T REALLY CARE DO U?"" emblazoned on the back on her way to visit immigrant kids.","first lady melania trump wore jacket n't really care emblazoned back way visit immigrant kids"
"11054","11054","The Western Cape has created 75% of jobs in South Africa in the past year","the western cape created jobs south africa past year democratic alliance"
"11055","11055","Close to 80% of Nigerians lack potable water","close nigerians lack potable water dele sobowale"
"11056","11056","“Trump: ‘Alien Attack Imminent’; Orders Pentagon To Create Military Space Force.”","trump alien attack imminent orders pentagon create military space force. truthunsealed.com"
"11057","11057","Claimed the U.S. has “thousands of judges — border judges — thousands and thousands.”","claimed u.s. thousands judges border judges thousands thousands. donald trump"
"11058","11058","Claimed the 2012 Deferred Action for Childhood Arrivals program was an “incentive” for unaccompanied children to try to cross the border illegally.","claimed deferred action childhood arrivals program incentive unaccompanied children try cross border illegally ron johnson"
"11059","11059","""The Railroad Commission of Texas has nothing to do with railroads.""","the railroad commission texas nothing railroads roman mcallen"
"11060","11060","""Pat Morrisey joined a federal lawsuit to allow insurance companies to deny coverage for people with pre-existing conditions.""","pat morrisey joined federal lawsuit allow insurance companies deny coverage people pre-existing conditions joe manchin"
"11061","11061","""The People's Republic of Donetsk is recognized by the Scottish island of Forvik, which previously announced its separation from Great Britain.""","the people republic donetsk recognized scottish island forvik previously announced separation great britain tsargrad"
"11062","11062","“Stormy Daniels Announces Plans To Run For President”","stormy daniels announces plans run for president various websites"
"11063","11063","""NASA announced that it communicated with four races of aliens.""","nasa announced communicated four races aliens bloggers"
"11064","11064","""We’ve already started (the border wall). We started it in San Diego.""","already started border wall started san diego donald trump"
"11065","11065","Kurt Russell said that celebrities shouldn't ""get political"" when it comes to Donald Trump.","kurt russell said celebrities n't get political comes donald trump twentyeightmay"
"11066","11066","""Apple and Amazon already operate in many states that require levels of voter ID.""","apple amazon already operate many states require levels voter civitas institute"
"11067","11067","""Our courts find that 80 percent of those who do file for asylum aren’t qualified for it, do not merit that relief.""","our courts find percent file asylum qualified merit relief jeff sessions"
"11068","11068","""Mexico’s Next President Calls for An Invasion Of The US""","mexico next president calls invasion the bloggers"
"11069","11069","""Every time they’ve done those border patrols, they’ve taken out people who have trafficked drugs. That’s the federal government’s role. They’re doing their job.""","every time done border patrols taken people trafficked drugs that federal government role they job chris sununu"
"11070","11070","Says the Trump administration ""has banned the CDC even using the word ‘transgender.’ ""","says trump administration banned cdc even using word transgender. tammy baldwin"
"11071","11071","""A Trump fan was just charged with trying to murder Maxine Waters on same day Trump threatened her.""","trump fan charged trying murder maxine waters day trump threatened bloggers"
"11072","11072","Says a progressive income tax proposal from Democratic governor candidate J.B. Pritzker ""is wholly regressive.""","says progressive income tax proposal democratic governor candidate j.b. pritzker wholly regressive evelyn sanguinetti"
"11073","11073","Says Jacky Rosen ""skipped work ... at the expense of veterans"" to ""attend a publicity stunt.""","says jacky rosen skipped work ... expense veterans attend publicity stunt dean heller"
"11074","11074","""President Trump continues to disrespect patriotic transgender Americans who want to serve their country.""","president trump continues disrespect patriotic transgender americans want serve country tammy baldwin"
"11075","11075","""Red Hen owner just issued sick threat to Sarah Sanders""","red hen owner issued sick threat sarah sanders the houston post"
"11076","11076","Indiana expanded Medicaid when Mike Pence was governor","indiana expanded medicaid mike pence governor mandy cohen"
"11077","11077","“We understand that Russia could definitely be behind this (I cannot say 100%). The Russians are always trying to play with international issues.”","understand russia could definitely behind say the russians always trying play international issues. vasyl hrytsak"
"11078","11078","Our doctor-to-patient ratio remains 1 doctor to every 16,000 patients","our doctor-to-patient ratio remains doctor every 16,000 patients nzioka waita"
"11079","11079","""State Passes Historic Bill To Keep Trump Off The 2020 Ballot – Trump Prepares To Sue""","state passes historic bill keep trump off the ballot trump prepares sue bipartisan report"
"11080","11080","Immigrants ""can show up at any embassy or consulate abroad"" to make their asylum claims.","immigrants show embassy consulate abroad make asylum claims raul labrador"
"11081","11081","""I’m the first Democrat to ever lead Scott Walker in an election year.""","first democrat ever lead scott walker election year tony evers"
"11082","11082","""ICE is required to fill 34,000 beds with detainees every single night and that number has only been increasing since 2009.""","ice required fill 34,000 beds detainees every single night number increasing since alexandria ocasio-cortez"
"11083","11083","""In Houston, Texas, there are more brothels than there are Starbucks.""","houston texas brothels starbucks greg abbott"
"11084","11084","""Clinton campaign official arrested by FBI on child rape/trafficking charges""","clinton campaign official arrested fbi child rape/trafficking charges bloggers"
"11085","11085","Says proposal to use city-owned land for an Austin pro soccer stadium is a ""$1 billion giveaway.""","says proposal use city-owned land austin pro soccer stadium billion giveaway austin better future"
"11086","11086","“[T]he main objectives of Russia here are the building of economic cooperation with mutual benefits and the maintenance of sustainable cultural and humanitarian ties with the Balkan peoples. All this certainly applies to Albania. Any other speculation about Russia's ‘aggressive plans’ or ‘expansionist appetites’ is nothing more than part of a major Western strategy to portray Russia as an imaginary enemy of NATO and the EU.”","main objectives russia building economic cooperation mutual benefits maintenance sustainable cultural humanitarian ties balkan peoples all certainly applies albania any speculation russia aggressive plans expansionist appetites nothing part major western strategy portray russia imaginary enemy nato eu. alexander karpushin"
"11087","11087","Says Wisconsin ""hadn’t been won by a Republican since Dwight D. Eisenhower, in 1952. And I won Wisconsin. …  Ronald Reagan, remember, Wisconsin was the state that Ronald Reagan did not win.""","says wisconsin republican since dwight eisenhower and wisconsin ronald reagan remember wisconsin state ronald reagan win donald trump"
"11088","11088","""Chicago is experiencing right now the highest employment since 1950.""","chicago experiencing right highest employment since rahm emanuel"
"11089","11089","Say ""Dunkin' Donuts is providing a free Ḍozen Doughnut Box to everyone! to celebrate 68th Anniversary!""","say dunkin donuts providing free ḍozen doughnut box everyone celebrate 68th anniversary bloggers"
"11090","11090","Gov. Bruce Rauner has ""created no jobs over the past three years.""","gov bruce rauner created jobs past three years juliana stratton"
"11091","11091","""The European Union … they send us Mercedes, they send us -- by the millions -- the BMWs -- cars by the millions.""","the european union send mercedes send millions bmws cars millions donald trump"
"11092","11092","Has Robert Mueller's income and net worth been uncovered?","has robert mueller income net worth uncovered"
"11093","11093","Says Ron DeSantis ""voted in an agricultural bill to give food stamps to illegal immigrants.""","says ron desantis voted agricultural bill give food stamps illegal immigrants adam putnam"
"11094","11094","“Not a single anti-aircraft missile system of the armed forces has ever crossed the Russian-Ukrainian border.”","not single anti-aircraft missile system armed forces ever crossed russian-ukrainian border. russian defense ministry"
"11095","11095","""The deficit ... is coming down, and it’s coming down rapidly.""","the deficit ... coming coming rapidly larry kudlow"
"11096","11096","""Actress Sandra Bullock: 'Donald Trump Is Doing Everything To Improve Our Nation, If You Don’t Like Him Just…'""","actress sandra bullock 'donald trump doing everything improve our nation you don like him just… various websites"
"11097","11097","""Former Clinton Aide Indicted For Child Sex Trafficking""","former clinton aide indicted for child sex trafficking your news wire"
"11098","11098","""I have watched ICE liberate towns from the grasp of MS-13.""","watched ice liberate towns grasp ms-13 donald trump"
"11099","11099","""Tim Kaine doesn’t want a border at all. He wants to get rid of Immigration and Customs Enforcement and basically the border patrol as well.""","tim kaine want border wants get rid immigration customs enforcement basically border patrol well corey stewart"
"11100","11100","""Justice Kennedy quit because he and his son helped Trump launder illegal Russian money through Deutsche Bank.""","justice kennedy quit son helped trump launder illegal russian money deutsche bank bloggers"
"11101","11101","Says Sean Casten supports ""doubling premiums"" and ""cutting current health care plans.""","says sean casten supports doubling premiums cutting current health care plans peter roskam"
"11102","11102","Did 19 ICE Agents Call For ICE To Be ‘Dissolved’?","did ice agents call for ice dissolved"
"11103","11103","""Repealing the Affordable Care Act — and with it, Ohio’s Medicaid expansion — could cost Ohio more than 81,000 jobs, jeopardize nearly 1 million Ohioans’ health care coverage, and leave more than 220,000 Ohioans with mental illness or substance use disorders without insurance.""","repealing affordable care act ohio medicaid expansion could cost ohio 81,000 jobs jeopardize nearly million ohioans health care coverage leave 220,000 ohioans mental illness substance use disorders without insurance for our future pac"
"11104","11104","""Obama secretly gave citizenship to 2,500 Iranians as part of nuke deal.""","obama secretly gave citizenship 2,500 iranians part nuke deal diamond silk"
"11105","11105","“I am sure that President Putin … is trying to create a situation in which the balance of powers is more stable, and a little more logical and predictable” [as quoted in Russian].","sure president putin trying create situation balance powers stable little logical predictable quoted russian steven seagal"
"11106","11106","""Broward County Sheriff fired for lying about Parkland.""","broward county sheriff fired lying parkland yournewswire.com"
"11107","11107","""More than 66% of ALL births in California are to illegals on Medi-Cal.""","more all births california illegals medi-cal viral image"
"11108","11108","Says Ronald Reagan said immigrants ""brought with them courage and the values of family, work, and freedom. Let us pledge to each other that we can make America great again.""","says ronald reagan said immigrants brought courage values family work freedom let pledge make america great becoming american initiative"
"11109","11109","57% of South African kids are raised without fathers","south african kids raised without fathers omo detergent"
"11110","11110","It is important to note that up to the 2017/18 financial year, county governments have received cumulative of KSh1.25 trillion shillings as equitable share","important note 2017/18 financial year county governments received cumulative ksh1.25 trillion shillings equitable share josphat nanok"
"11111","11111","""US representatives promise implement of UN gun-control plans""","representatives promise implement gun-control plans bloggers"
"11112","11112","Says Mark Pocan’s proposal to eliminate the U.S. Immigration and Customs Enforcement (ICE) would ""eliminate border enforcement.""","says mark pocan proposal eliminate u.s. immigration customs enforcement ice would eliminate border enforcement leah vukmir"
"11113","11113","“According to preliminary data, the incident in Amesbury was not a ‘Russian attack’, said Deputy Chief of the British Interior Ministry Ben Wallace.”","according preliminary data incident amesbury russian attack said deputy chief british interior ministry ben wallace. ria novosti"
"11114","11114","Says Minnesota is ""imprisoning half as many people as Wisconsin, and yet our states have virtually identical crime rates.""","says minnesota imprisoning half many people wisconsin yet states virtually identical crime rates mike mccabe"
"11115","11115","""The issue of migration to the United States is not so acute. The outflow of Mexicans to their homeland is now higher than the influx into the States. The number illegally arriving in the country has also decreased.”","the issue migration united states acute the outflow mexicans homeland higher influx states the number illegally arriving country also decreased. dmitry mikheyev"
"11116","11116","""West Virginia is second in the nation in the percentage increase of GDP.""","west virginia second nation percentage increase gdp donald trump"
"11117","11117","Says Bernie Sanders was indifferent to Russia's annexation of Crimea because he felt ""they have a lot of Russians anyway.""","says bernie sanders indifferent russia annexation crimea felt lot russians anyway danielle pletka"
"11118","11118","On assault weapons, Supreme Court nominee Brett Kavanaugh’s position is ""way out of the judicial mainstream, far to the right of even late Justice Scalia.""","assault weapons supreme court nominee brett kavanaugh position way judicial mainstream far right even late justice scalia chris murphy"
"11119","11119","""In 1984, the New York Times said Trump would be our BEST president.""","new york times said trump would best president bling news"
"11120","11120","""Richard Cordray wants to raise your taxes by reversing President Trump's tax reform.""","richard cordray wants raise taxes reversing president trump tax reform mike dewine"
"11121","11121","As a matter of clarity, we counties have been able [to] improve on our local revenues to augment the intergovernmental transfers from the national shareable revenues.","matter clarity counties able improve local revenues augment intergovernmental transfers national shareable revenues josphat nanok"
"11122","11122","Our health worker proportion is therefore still below the ideal minimum health worker to population ratio of 23 doctors, nurses and midwives per 10,000 population recommended by WHO","our health worker proportion therefore still ideal minimum health worker population ratio doctors nurses midwives per 10,000 population recommended who josphat nanok"
"11123","11123","The number of Eskom employees increased from 32,000 in 2003 to 47,600 in 2017.","the number eskom employees increased 32,000 47,600 unknown"
"11124","11124","The “average salary” per year at Eskom increased from R220,000 in 2003 to R780,000 in 2017.","the average salary per year eskom increased r220,000 r780,000 unknown"
"11125","11125","Electricity production was 1.8 TWh in 2003 and 2017.","electricity production 1.8 twh unknown"
"11126","11126","Says Patrick Morrisey’s ""family’s firm was paid $500,000 to lobby AGAINST Trump’s last Supreme Court nominee, Neil Gorsuch.""","says patrick morrisey family firm paid 500,000 lobby against trump last supreme court nominee neil gorsuch west virginia democratic party"
"11127","11127","Says Brett Kavanaugh ""has said the president shouldn't be investigated.""","says brett kavanaugh said president n't investigated charles schumer"
"11128","11128","The Black River’s water quality is ""rated at the very top in North Carolina.""","the black river water quality rated top north carolina steve troxler"
"11129","11129","Say ""Pope says that the rights of Muslim migrants trump any safety concerns that you might have with them in your country.""","say pope says rights muslim migrants trump safety concerns might country bloggers"
"11130","11130","Says Brett Kavanaugh is ""pro-Obamacare.""","says brett kavanaugh pro-obamacare andrew napolitano"
"11131","11131","""Every time Trump comes here to play golf, Florida taxpayers are paying for it. ... Jeff Greene will put a stop to that day 1.""","every time trump comes play golf florida taxpayers paying ... jeff greene put stop day jeff greene"
"11132","11132","Says Sherrod Brown ""votes 97 percent with Chuck Schumer, almost 95 plus percent with Elizabeth Warren.""","says sherrod brown votes percent chuck schumer almost plus percent elizabeth warren jim renacci"
"11133","11133","Since 2014, ""each year, (NATO) nations have been increasing their contributions.""","since year nato nations increasing contributions john kerry"
"11134","11134","European allies ""pay us $2.5 billion a year to keep our forces there. It would cost us more money to bring the troops home than to keep them in Europe.""","european allies pay 2.5 billion year keep forces would cost money bring troops home keep europe nicholas burns"
"11135","11135","""Giant rats plague New York City as 4 homeless men found eaten alive""","giant rats plague new york city homeless men found eaten alive bloggers"
"11136","11136","""Woman set to testify against Clintons blown up in home explosion.""","woman set testify clintons blown home explosion bloggers"
"11137","11137","“It’s unacceptable to impose on #children ideology of #nationalism, to teach them false history and values. They should not be discriminated on national origin or be denied the right to learn in native language. We’ll continue to draw intl [international] attention to such violations in some States”","unacceptable impose children ideology nationalism teach false history values they discriminated national origin denied right learn native language continue draw intl international attention violations states russian permanent mission united nations twitter account"
"11138","11138","""Facebook Hires George Soros to Help Remove Conservative Content from Platform""","facebook hires george soros help remove conservative content platform neon nettle"
"11139","11139","Says Leah Vukmir ""wrote a letter seeking leniency for a fellow state legislator convicted of sexual assault.""","says leah vukmir wrote letter seeking leniency fellow state legislator convicted sexual assault club growth"
"11140","11140","""The United States was paying for anywhere from 70 to 90 percent of (NATO), depending on the way you calculate.""","the united states paying anywhere percent nato depending way calculate donald trump"
"11141","11141","""Hillary in hiding as police discover dead body hidden in Huma Abedin’s dumpster.""","hillary hiding police discover dead body hidden huma abedin dumpster bloggers"
"11142","11142","""Republicans vote to make it legal nationwide to ban gays and lesbians from adopting.""","republicans vote make legal nationwide ban gays lesbians adopting bloggers"
"11143","11143","Says Leah Vukmir ""claimed the open records law didn't apply to her, got sued, lost and cost taxpayers $15,000 in legal fees.""","says leah vukmir claimed open records law n't apply got sued lost cost taxpayers 15,000 legal fees club growth"
"11144","11144","""Prior to last year, where I attended my first meeting, it was going down — the amount of money being spent [on defense] by [NATO] countries was going down and down very substantially.""","prior last year attended first meeting going amount money spent defense nato countries going substantially donald trump"
"11145","11145","""Many [NATO] countries owe us a tremendous amount of money for many years back, where they’re delinquent, as far as I’m concerned, because the United States has had to pay for them.""","many nato countries owe tremendous amount money many years back delinquent far concerned united states pay donald trump"
"11146","11146","""Unemployment is low because everyone has two jobs. Unemployment is low because people are working 60, 70, 80 hours a week and can barely feed their family.""","unemployment low everyone two jobs unemployment low people working hours week barely feed family alexandria ocasio-cortez"
"11147","11147","Says Adam Putnam ""backed a water bill that gutted water quality regulations.""","says adam putnam backed water bill gutted water quality regulations democratic governors association"
"11148","11148","""An elderly British politician has been savagely beaten to a bloody pulp by a gang of anti-Trump protestors because he ‘welcomed’ the U.S. president to the United Kingdom.""","elderly british politician savagely beaten bloody pulp gang anti-trump protestors welcomed u.s. president united kingdom bloggers"
"11149","11149","Is Sweden Erupting in Civil War?","sweden erupting civil war"
"11150","11150","“While the useless military bloc #НАТО (NATO) accuses us of provocative activities and continues to gnash its teeth in Brussels, we are preparing to watch #ЧМ2018 (World Cup 2018)”","while useless military bloc нато nato accuses provocative activities continues gnash teeth brussels preparing watch чм2018 world cup russian foreign ministry twitter account"
"11151","11151","""Federal Witness Due To Testify Against Hillary Clinton For Drug Crimes Killed In Massive Explosion""","federal witness due testify against hillary clinton for drug crimes killed massive explosion various websites"
"11152","11152","“In fact the GDP since I’ve taken over has doubled and tripled.”","fact gdp since taken doubled tripled. donald trump"
"11153","11153","""The three wealthiest people"" own ""more wealth than the bottom half of the American people.""","the three wealthiest people wealth bottom half american people bernie sanders"
"11154","11154","Says a poll showed Democrat Beto O’Rourke within 2 percentage points of Republican Sen. Ted Cruz.","says poll showed democrat beto rourke within percentage points republican sen. ted cruz republican party texas"
"11155","11155","Says FBI agent Peter Strzok’s hearing confirmed Republican Congressman Jim Jordan’s theory about how the Justice Department got the Steele dossier.","says fbi agent peter strzok hearing confirmed republican congressman jim jordan theory justice department got steele dossier hugh hewitt"
"11156","11156","""Pre-K has gone down since the current mayor took office.""","pre-k gone since current mayor took office dorothy brown"
"11157","11157","""Puerto Rico mayor facing fraud charges over $3M in federal disaster relief""","puerto rico mayor facing fraud charges federal disaster relief bloggers"
"11158","11158","""The servers of the Pakistani gentleman that worked on the DNC"" are ""missing.""","the servers pakistani gentleman worked dnc missing donald trump"
"11159","11159","Says associates of financier Bill Browder ""sent a huge amount of money, over $400 million, as a contribution to the campaign of Hillary Clinton.""","says associates financier bill browder sent huge amount money million contribution campaign hillary clinton vladimir putin"
"11160","11160","""In 2016, when Hillary Clinton appeared to have a firm lead in the polls — oh, just before the election, it was President Obama who laughed off any notion that American elections could possibly be tampered with.""","hillary clinton appeared firm lead polls election president obama laughed notion american elections could possibly tampered sean hannity"
"11161","11161","Says Queen Elizabeth said, ""Muslim refugees are dividing nationality, I fully agree with Donald Trump we should deport them to avoid bloody terrorist attacks.""","says queen elizabeth said muslim refugees dividing nationality fully agree donald trump deport avoid bloody terrorist attacks bloggers"
"11162","11162","""The Electoral College is much more advantageous for Democrats.""","the electoral college much advantageous democrats donald trump"
"11163","11163","""The Russian state has never interfered ... into internal American affairs including election process.""","the russian state never interfered ... internal american affairs including election process vladimir putin"
"11164","11164","Says John Brennan ""was a member of the Communist Party during the Cold War.""","says john brennan member communist party cold war ron desantis"
"11165","11165","“Croatian President Thanks Putin for Fighting Acts of Hatred at World Cup.""","croatian president thanks putin fighting acts hatred world cup sputnik international"
"11166","11166","A video shows a German newscaster laughing at President Trump's statements at a NATO summit.","video shows german newscaster laughing president trump statements nato summit"
"11167","11167","""What happened to the servers of the Pakistani gentleman that worked on the DNC? Where are those servers?""","what happened servers pakistani gentleman worked dnc where servers donald trump"
"11168","11168","""Congressman DeSantis voted to cut Social Security and Medicare"" and ""voted to increase the retirement age.""","congressman desantis voted cut social security medicare voted increase retirement age adam putnam"
"11169","11169","Were Four Police Officers Suspended for Alleged White-Power Gesture?","were four police officers suspended alleged white-power gesture"
"11170","11170","""Let’s talk about the facts and where we are today. There are still nearly 2,600 children who are separated from their parents"" due to the Trump administration’s zero-tolerance policy.","let talk facts today there still nearly 2,600 children separated parents due trump administration zero-tolerance policy kamala harris"
"11171","11171","If a lawsuit backed by Josh Hawley succeeds, ""nearly 2.5 million Missourians with pre-existing conditions could lose their health care coverage.""","lawsuit backed josh hawley succeeds nearly 2.5 million missourians pre-existing conditions could lose health care coverage missouri democratic party"
"11172","11172","Is Mayor Carmen Yulín Cruz of San Juan Facing Charges of Over $3 Million in Fraud?","mayor carmen yulín cruz san juan facing charges over million fraud"
"11173","11173","""Lisa Page squeals: DNC server was not hacked by Russians.""","lisa page squeals dnc server hacked russians yournewswire.com"
"11174","11174","Says Beto O’Rourke is ""the only candidate to the U.S. Senate to call for"" impeaching President Donald Trump.","says beto rourke candidate u.s. senate call impeaching president donald trump ted cruz"
"11175","11175","Says Richard Cordray ""secretly collected hundreds of millions of credit card accounts and mortgages. Worse, Cordray failed to protect our information. It was hacked over 200 times.""","says richard cordray secretly collected hundreds millions credit card accounts mortgages worse cordray failed protect information hacked times republican governors association"
"11176","11176","Says Texas charter schools ""get 100% state $/pupil funding while district schools (95% students) get about 1/3 funding from state w/ rest coming from local prop taxes (which is why those taxes are so high). Districts getting less b/c scarce $ going to charters.""","says texas charter schools get state /pupil funding district schools students get 1/3 funding state rest coming local prop taxes taxes high districts getting less b/c scarce going charters donna howard"
"11177","11177","Did Sarah Palin Question Why NATO Did Not Assist in World War II?","did sarah palin question why nato did not assist world war"
"11178","11178","Says he’s been Wisconsin secretary of state ""around 25 years.""","says wisconsin secretary state around years doug follette"
"11179","11179","""I don’t think it’s been proven that the game of football causes CTE.""","think proven game football causes cte larry fedora"
"11180","11180","""When a sinkhole began dumping toxic water in Florida's aquifer, Rick Scott tried to cover it up.""","when sinkhole began dumping toxic water florida aquifer rick scott tried cover gwen graham"
"11181","11181","Says Pete Gallego canceled a ""planned meeting with the families of Sandy Hook victims.""","says pete gallego canceled planned meeting families sandy hook victims roland gutierrez"
"11182","11182","A photograph shows Russian president Vladimir Putin aggressively pulling on U.S. president Barack Obama's tie.","photograph shows russian president vladimir putin aggressively pulling u.s. president barack obama tie"
"11183","11183","Says a video played during his annual state of the nation address did not show Florida as the target in an animated depiction of a nuclear warhead attack.","says video played annual state nation address show florida target animated depiction nuclear warhead attack vladimir putin"
"11184","11184","“Joining ‘Soros Funded’ Antifa Is Now Illegal, Punishable By 15 Years In Prison”","joining soros funded antifa now illegal punishable years prison neon nettle"
"11185","11185","""There are billboards in Central America in the Northern Triangle countries advertising how to grab a kid to get into the United States illegally.""","there billboards central america northern triangle countries advertising grab kid get united states illegally kirstjen nielsen"
"11186","11186","""Satanic leader confesses to sacrificing 675 children 'gifted' to him by doctors.""","satanic leader confesses sacrificing children 'gifted doctors bloggers"
"11187","11187","Says he’s ""never voted ‘present’ in the House instead of taking a yes or no position.","says never voted present house instead taking yes position roger williams"
"11188","11188","""In Wisconsin, abortion is still a crime.""","wisconsin abortion still crime kelda helen roys"
"11189","11189","""In 99 percent of counties in America, someone making the minimum wage working full time can’t afford a 1-bedroom apartment.""","percent counties america someone making minimum wage working full time afford 1-bedroom apartment kamala harris"
"11190","11190","Says Congressman Tom McClintock, R-Calif., ""has authored three laws since he’s been in office; two renamed post offices.""","says congressman tom mcclintock r-calif. authored three laws since office two renamed post offices jessica morse"
"11191","11191","“Putin: Russian state has never intervened in US elections, nor going to do it. No evidence supporting the accusations was ever presented. But cybersecurity is one of the possible cooperation areas, as discussed in Hamburg in 2017.”","putin russian state never intervened elections going evidence supporting accusations ever presented but cybersecurity one possible cooperation areas discussed hamburg 2017. russian u.k. embassy official twitter account"
"11192","11192","""The price of soybeans has fallen 50% since 5 years before the election. A big reason is bad (terrible) trade deals with other countries.""","the price soybeans fallen since years election big reason bad terrible trade deals countries donald trump"
"11193","11193","""A quarter-final is a pretty good result for us, if we analyze the performances.""","quarter-final pretty good result analyze performances stanislav cherchesov"
"11194","11194","“For the first time in the 242 year history of the United States of America, a one-year-old child appears in court as a defendant.”","for first time year history united states america one-year-old child appears court defendant. social media meme"
"11195","11195","""Farmers have been on a downward trend for 15 years.""","farmers downward trend years donald trump"
"11196","11196","""Muslims in America have been subjected to more insults, attacks and hate crimes in the last two or three years than ever before, specifically more than after 9-11.""","muslims america subjected insults attacks hate crimes last two three years ever specifically 9-11 omar rachid"
"11197","11197","""The national economy was strong in its largest expansion of private sector jobs before President Trump came into office.""","the national economy strong largest expansion private sector jobs president trump came office tim kaine"
"11198","11198","""President Trump proposed the increase to $700 billion to our military budget, which included the 355-ship Navy, which included a military pay increase, a modest one, which included, a yet even more modest housing allowance, but yet (Sen. Tim Kaine) even voted against giving more money to our men and women who are in the military service and against our housing allowance.""","president trump proposed increase billion military budget included 355-ship navy included military pay increase modest one included yet even modest housing allowance yet sen. tim kaine even voted giving money men women military service housing allowance corey stewart"
"11199","11199","""In December of 2017, the Prince William board of supervisors had a meeting ... (Corey Stewart) skipped that meeting to go campaign in Alabama for Roy Moore to be a U.S. senator … You haven't disavowed Roy Moore's name yet.""","december prince william board supervisors meeting ... corey stewart skipped meeting campaign alabama roy moore u.s. senator you n't disavowed roy moore name yet tim kaine"
"11200","11200","""It is only under President Trump that we have become the largest producer of oil and gas resources.""","president trump become largest producer oil gas resources corey stewart"
"11201","11201","""[The] unemployment rate in the Philadelphia metro area is now at its lowest level ever recorded.""","the unemployment rate philadelphia metro area lowest level ever recorded mike pence"
"11202","11202","Is NASA Training a Teenage Girl to Be the First Human on Mars?","nasa training teenage girl first human mars"
"11203","11203","""Trump tax cut benefits all congressional districts, up to $44,697 per family.""","trump tax cut benefits congressional districts 44,697 per family kevin mccarthy"
"11204","11204","Says detained immigrant parents separated from their children at the border are being charged ""as much as $8 a minute to call their children.""","says detained immigrant parents separated children border charged much minute call children bill nelson"
"11205","11205","Says HHS Secretary Alex Azar called family separations at the border and detention of children in cages ""one of the great acts of American generosity and charity"" and ""is now in charge.""","says hhs secretary alex azar called family separations border detention children cages one great acts american generosity charity charge equity forward"
"11206","11206","In New York City, ""for every one person experiencing homelessness here, there are about three vacant apartments.""","new york city every one person experiencing homelessness three vacant apartments alexandria ocasio-cortez"
"11207","11207","China has ""not acted so well with our elections. They’ve tampered with our elections quite a bit.""","china acted well elections they tampered elections quite bit jeff denham"
"11208","11208","Says Sen. Joe Donnelly’s ""family got caught outsourcing jobs to Mexico, and ‘Mexico Joe’ profited up to $80,000.""","says sen. joe donnelly family got caught outsourcing jobs mexico mexico joe profited 80,000 senate leadership fund"
"11209","11209","""Revealed: UN plan to flood America with 600 million migrants.""","revealed plan flood america million migrants infowars"
